url,status,title,meta_description,h1,word_count,canonical,robots,indexable,page_type,flags
https://mahanakornco.com/rice,200,"Rice | MAHANAKORN","Premium Thai rice varieties for global wholesale markets.","Rice",919,,index, follow,true,Category,"missing_canonical"
https://mahanakornco.com/edible-cooking-oil,200,"Edible Cooking Oil | MAHANAKORN","Refined edible oils for food industry and bulk supply.","Edible Cooking Oil",428,,index, follow,true,Category,"missing_canonical"
https://mahanakornco.com/poultry-products,200,"Poultry Products | MAHANAKORN","Quality poultry products for wholesale distribution.","Poultry Products",204,,index, follow,true,Category,"missing_canonical; thin_content"
https://mahanakornco.com/nuts,200,"Nuts | MAHANAKORN","Premium natural nuts for wholesale and export markets.","Nuts",92,,index, follow,true,Category,"missing_canonical; thin_content"
https://mahanakornco.com/products/1121-sella-basmati-rice,200,"1121 Sella Basmati Rice | MAHANAKORN","Benefits and Culinary Prestige: Long-Grain Marvel: The elongated grains make it an ideal choice for a myriad of culinary delights, ranging from aromatic biryanis to flavorful pilafs, imparting an...","1121 Sella Basmati Rice",725,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/agriventure-calcium-nitrate-water-soluble-fertilizer,200,"Agriventure Calcium Nitrate Water Soluble Fertilizer | MAHANAKORN","Buy Agriventure Calcium Nitrate Water Soluble Fertilizer Online To Increase Crop Quality And Yield From AgriBegri With Free Nationwide Delivery Service.","Agriventure Calcium Nitrate Water Soluble Fertilizer",415,,index, follow,true,Product,"title_too_long; missing_canonical"
https://mahanakornco.com/products/agriventure-magnesium-sulfate-water-soluble-fertilizer,200,"Agriventure Magnesium Sulfate Water Soluble Fertilizer | MAHANAKORN","Buy Agriventure Magnesium Sulphate Water Soluble Fertilizer Online From AgriBegri With Free Nationwide Delivery Service.","Agriventure Magnesium Sulfate Water Soluble Fertilizer",409,,index, follow,true,Product,"title_too_long; missing_canonical"
https://mahanakornco.com/products/ammonium-sulfate,200,"Ammonium Sulfate | MAHANAKORN","In agriculture, ammonium sulfate is widely used as a nitrogen fertilizer, providing essential nitrogen and sulfur nutrients for plant growth.","Ammonium Sulfate",715,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/arborio-rice,200,"Arborio Rice | MAHANAKORN","Chemical Specifications: Moisture Content: Maintained within optimal levels, typically not exceeding 14%, ensuring freshness and quality preservation. Purity: Rigorous quality checks to ensure...","Arborio Rice",626,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/automotive-urea,200,"Automotive Urea | MAHANAKORN","Automotive urea has the advantages of low toxicity, low corrosiveness, and non flammability, and is mainly used for exhaust purification of heavy-duty diesel engines, such as large trucks and...","Automotive Urea",718,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/barenbrug-algaturf-fertilizer,200,"Barenbrug Algaturf Fertilizer | MAHANAKORN","The algaturf fertilizer by barenrbug is used to stimulate and maintain with its high potassium content outdoor ornamental plants and lawns throughout the year. Algaturf is a liquid fertilizer. Barfertile algaturf is a fertilizer that can be used in the year in conditions of stress of the plant or soil.","Barenbrug Algaturf Fertilizer",432,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/barenbrug-k-plus-fertilizer-25-kg,200,"Barenbrug K-PLUS fertilizer 2,5 kg | MAHANAKORN","The k-plus fertilizer by barenrbug is used to stimulate and maintain with its high potassium content outdoor ornamental plants and lawns in the summer and winter periods. The packaging of this...","Barenbrug K-PLUS fertilizer 2,5 kg",435,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/barfertile-active-barenbrug,200,"Barfertile Active Barenbrug | MAHANAKORN","This Barenbrug fertilizer is a granular fertilizer with controlled release ideal for all year round. We recommend using this fertilizer for lawns 25-30g/m2, for garden plants 40-50g/m2, for vegetable plants 60-80g/m2.","Barfertile Active Barenbrug",394,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/barfertile-ecolit,200,"Barfertile Ecolit | MAHANAKORN","Liquid fertilizer in 5 kg version by Barenbrug to improve the structure of the soil and avoid dry-spots in the soil. The root system of a lawn or an ornamental outdoor plant benefits from the application of this product for the greater absorption of calcium, phosphorus and calcium. Barfertile Ecolit is a fertilizer fertilizer that can be used all year round in conditions of stress of the plant or soil.","Barfertile Ecolit",467,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/barfertile-planta-fit-biostimulant,200,"Barfertile Planta-fit Biostimulant | MAHANAKORN","Liquid fertilizer in 5 kg version by Barenbrug to improve the structure of the soil and avoid dry-spots in the soil. The root system of a lawn or an ornamental outdoor plant benefits from the application of this product for the greater absorption of calcium, phosphorus and calcium. Barfertile Planti-fit is a fertilizing fertilizer that can be used all year round in conditions of stress of the plant or the soil.","Barfertile Planta-fit Biostimulant",474,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/barfertile-pro-start-5-kg,200,"Barfertile Pro-start 5 kg | MAHANAKORN","Liquid fertilizer in 5 kg version by Barenbrug to improve the structure of the soil and avoid dry-spots in the soil. The root system of a lawn or an ornamental outdoor plant benefits from the application of this product for the greater absorption of calcium, phosphorus and calcium. Barfertile Planti-fit is a fertilizing fertilizer that can be used all year round in conditions of stress of the plant or the soil.","Barfertile Pro-start 5 kg",479,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/barfertile-radi-fit-radical-biostimulant,200,"Barfertile Radi-Fit Radical Biostimulant | MAHANAKORN","Liquid fertilizer in 5 kg version by Barenbrug to improve the structure of the soil and avoid dry-spots in the soil. The root system of a lawn or an ornamental outdoor plant benefits from the application of this product for the greater absorption of calcium, phosphorus and calcium. Barfertile Radi-fit is a fertilizer fertilizer that can be used all year round in conditions of stress of the plant or soil.","Barfertile Radi-Fit Radical Biostimulant",477,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/barfertile-sport-barenbrug-npk,200,"Barfertile Sport Barenbrug NPK | MAHANAKORN","This Barenbrug fertilizer is a controlled release granular fertilizer rich in nitrogen that has as its prerogative the vegetative push for the spring and late summer. This mineral fertilizer allows you to have a boost in the spring.","Barfertile Sport Barenbrug NPK",413,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/barfertile-spring-autumn-fertilizer,200,"Barfertile Spring Autumn fertilizer | MAHANAKORN","Barenbrug 20 kg granular fertilizer to improve soil structure and avoid dry spots in the soil. The root system of a lawn or an outdoor ornamental plant benefits from the application of this product for greater absorption of calcium, phosphorus and calcium. Barfertile Spring Autumn is a fertilizer that can be used in spring and autumn in conditions of stress of the plant or soil.","Barfertile Spring Autumn fertilizer",467,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/beet-sugar,200,"BEET SUGAR | MAHANAKORN","Beet Sugar from MAHANAKORN NAKO NAGARAJ CO., LTD is a high-quality sugar product derived from sugar beets cultivated under optimal conditions. Known for its natural sweetness and purity, beet...","BEET SUGAR",610,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/cashew-nuts,200,"Cashew Nuts | MAHANAKORN","Premium cashew kernels from the current crop season in Thailand. Moisture 5% max, aflatoxin under 5 PPB. Packed in tin boxes, vacuum bags, or 10 kg tins (22 kg per carton).","Cashew Nuts",409,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/chicken-drumstick,200,"Chicken Drumstick | MAHANAKORN","100% HALAL 100% Organic Food 100% Fresh Not Chemicals","Chicken Drumstick",327,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/chicken-feets,200,"Chicken Feets | MAHANAKORN","100% HALAL 100% Organic Food 100% Fresh Not Chemicals","Chicken Feets",320,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/chicken-leg-quarter,200,"Chicken Leg Quarter | MAHANAKORN","100% HALAL 100% Organic Food 100% Fresh Not Chemicals","Chicken Leg Quarter",331,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/chicken-paws,200,"Chicken Paws | MAHANAKORN","100% HALAL 100% Organic Food 100% Fresh Not Chemicals","Chicken Paws",320,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/dap-diammonium-phosphate,200,"DAP Diammonium Phosphate | MAHANAKORN","Diammonium hydrogen phosphate is widely used in agriculture. It is used as a nitrogen and phosphorus fertilizer to supply nitrogen and phosphorus nutrients required by crops, promote plant growth,...","DAP Diammonium Phosphate",921,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/earthworm-humus,200,"Earthworm Humus | MAHANAKORN","Earthworm humus is an excellent fertilizer ideal for exhausted soils, for floriculture, for vineyards and orchards. The package on sale is 40 liters. For other formats contact us.","Earthworm Humus",383,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/ebs-amino-acids-80-plant-growth-enhancer,200,"EBS Amino Acids 80% Plant Growth Enhancer | MAHANAKORN","Buy EBS Amino Acids 80% Plant Growth Enhancer improves plant stress resistance, boosts chlorophyll levels, and enhances nutrient absorption. It strengthens growth, improves fruit quality. suitable for all crops, available at the best price in Agribegri","EBS Amino Acids 80% Plant Growth Enhancer",424,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/ebs-boron-20-edta-sodium-borate-chelated-micronutrient,200,"EBS Boron 20% EDTA Sodium Borate Chelated Micronutrient | MAHANAKORN","Buy EBS Boron 20% EDTA Sodium Borate Chelated Micronutrient for foliar and fertigation application. It enhances flowering, fruit formation, and calcium uptake, improving crop yield and quality. Suitable for all fruit, vegetable, and flower crops. available at the best price in Agribegri","EBS Boron 20% EDTA Sodium Borate Chelated Micronutrient",441,,index, follow,true,Product,"title_too_long; description_too_long; missing_canonical"
https://mahanakornco.com/products/ebs-fulvic-acid-fulvic-acid-50-organic-fertilizer,200,"EBS Fulvic Acid Fulvic Acid 50% Organic Fertilizer | MAHANAKORN","Buy EBS Fulvic Acid Fulvic Acid 50% Organic Fertilizer improves root growth, increases nutrient absorption, and enhances plant immunity. suitable for soil application and fertigation in all crops. available at the best price in Agribegri","EBS Fulvic Acid Fulvic Acid 50% Organic Fertilizer",427,,index, follow,true,Product,"title_too_long; description_too_long; missing_canonical"
https://mahanakornco.com/products/ebs-seaweed-extract-fertilizer-ascophyllum-nodusum,200,"EBS Seaweed Extract Fertilizer Ascophyllum Nodusum | MAHANAKORN","Buy Ebs Seaweed Extract Fertilizer Ascophyllum nodusum enhances soil fertility, boosts nutrient uptake, and improves plant health. Suitable for soil, foliar, and fertigation applications. available at the best price in Agribegri","EBS Seaweed Extract Fertilizer Ascophyllum Nodusum",409,,index, follow,true,Product,"title_too_long; description_too_long; missing_canonical"
https://mahanakornco.com/products/ebs-zinc-edta-zn-12-chelated-micronutrient-fertilizer,200,"EBS Zinc EDTA Zn 12% Chelated Micronutrient Fertilizer | MAHANAKORN","Buy EBS Zinc EDTA Zn 12% Chelated Micronutrient Fertilizer It improves chlorophyll production, enhances plant growth, and corrects zinc deficiency in crops, Highly water-soluble and suitable for all soil types. available at the best price in Agribegri","EBS Zinc EDTA Zn 12% Chelated Micronutrient Fertilizer",431,,index, follow,true,Product,"title_too_long; description_too_long; missing_canonical"
https://mahanakornco.com/products/fertilizer-barenbrug-summer-winter,200,"Fertilizer Barenbrug Summer Winter | MAHANAKORN","This fertilizer from Barenbrug in a 20 kg version guarantees strong resilience to difficult climatic periods for lawns and outdoor ornamental plants. Barfertile Summer Winter is a fertilizing fertilizer that can be used in summer and winter.","Fertilizer Barenbrug Summer Winter",411,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/fine-grain-white-sugar,200,"Fine Grain White Sugar | MAHANAKORN","Sourced with care and precision, our Fine Grain White Sugar originates from the heart of Thailand, a region renowned for its sugar production. This sugar undergoes a meticulous refining process to achieve a level of purity that meets the highest industry standards. The result is a sugar that not only sweetens but elevates the overall quality of your recipes.","Fine Grain White Sugar",666,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/frozen-2-joint-wing,200,"Frozen 2 Joint Wing | MAHANAKORN","100% HALAL 100% Organic Food 100% Fresh Not Chemicals","Frozen 2 Joint Wing",350,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/frozen-3-joint-wing,200,"Frozen 3 Joint Wing | MAHANAKORN","100% HALAL 100% Organic Food 100% Fresh Not Chemicals","Frozen 3 Joint Wing",335,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/frozen-chicken-breast,200,"Frozen Chicken Breast | MAHANAKORN","100% HALAL 100% Organic Food 100% Fresh Not Chemicals","Frozen Chicken Breast",324,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/frozen-chicken-gizzards,200,"Frozen Chicken Gizzards | MAHANAKORN","100% HALAL 100% Organic Food 100% Fresh Not Chemicals","Frozen Chicken Gizzards",328,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/frozen-chicken-livers,200,"Frozen Chicken Livers | MAHANAKORN","100% HALAL 100% Organic Food 100% Fresh Not Chemicals","Frozen Chicken Livers",336,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/frozen-middle-joint-wing,200,"Frozen Middle Joint Wing | MAHANAKORN","100% HALAL 100% Organic Food 100% Fresh Not Chemicals","Frozen Middle Joint Wing",345,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/granulated-sugar-white-sugar,200,"Granulated Sugar (White Sugar) | MAHANAKORN","Discover the exceptional quality of our Granulated Sugar, a fundamental ingredient for every kitchen. This meticulously refined White Sugar is prized for its fine crystal structure, ensuring rapid...","Granulated Sugar (White Sugar)",650,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/high-oleic-sunflower-oil,200,"High Oleic Sunflower Oil | MAHANAKORN","High Oleic Sunflower Oil is a specially bred form of sunflower oil that is rich in oleic acid, a monounsaturated fat that provides exceptional stability, high heat resistance, and a long shelf...","High Oleic Sunflower Oil",731,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/humus-fertilizer-earthworm-bucket,200,"Humus Fertilizer Earthworm Bucket | MAHANAKORN","Refined earthworm humus fertilizer is an excellent fertilizer ideal for exhausted soils, for floriculture, for vineyards and orchards. The package on sale is 4.5 kg and is a valid ally for planting, for exhausted soils, for floriculture, foliar fertilization. For further formats contact us.","Humus Fertilizer Earthworm Bucket",425,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/icumsa-100-cane-sugar,200,"ICUMSA 100 CANE SUGAR | MAHANAKORN","ICUMSA 100 Cane Sugar from MAHANAKORN NAKO NAGARAJ CO., LTD is a high-purity sugar sourced from Thailand. Perfect for beverages, confectionery, and more, it offers exceptional clarity...","ICUMSA 100 CANE SUGAR",932,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/icumsa-150-cane-sugar,200,"ICUMSA 150 CANE SUGAR | MAHANAKORN","ICUMSA 150 Cane Sugar from MAHANAKORN NAKO NAGARAJ CO., LTD is prized for its premium quality and versatility. Sourced from Thailand, it undergoes meticulous processing to ensure optimal...","ICUMSA 150 CANE SUGAR",651,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/icumsa-45-white-refined-sugar,200,"ICUMSA-45 WHITE REFINED SUGAR | MAHANAKORN","ICUMSA 45 White Refined Sugar from MAHANAKORN NAKO NAGARAJ CO., LTD is a premium sugar variant characterized by its pure white color and fine granules. Ideal for a wide range of culinary uses,...","ICUMSA-45 WHITE REFINED SUGAR",950,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/irri-6-long-grain-riceirri-6-long-grain-rice,200,"IRRI-6 Long Grain RiceIRRI-6 Long Grain Rice | MAHANAKORN","Specifications Variety: IRRI-6 Long Grain Rice Grain Length: 6.0 mm (minimum average length) Moisture Content: 14% max Broken Grains: 5% max Foreign Matter: 0.1% max Chalky Grains: 4% max...","IRRI-6 Long Grain RiceIRRI-6 Long Grain Rice",881,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/japonica-rice,200,"Japonica Rice | MAHANAKORN","Technical Specifications: Variety: Japonica Rice (Oryza sativa japonica) Grain Type: Short to medium-grain with a slightly plump appearance Processing: Milled and polished to maintain inherent...","Japonica Rice",622,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/jasmine-rice-thai-hom-mali,200,"Jasmine Rice (Thai Hom Mali) | MAHANAKORN","Specifications of Thai Hom Mali Rice

&amp;nbsp;

Purity : 92%

Whole Kernels: 60% Max

Variety: Long Grain Rice

Broken (5.2 mm.): 4.5% Max

Moisture: 14% Max

Admixture: 2% Max

Red kernels : 0%

Yellow kernels: 0.2% Max

Chalky kernels: 6% Max

Crop Year : 2012-2013

White Glutinous Rice : 1.5% Max

Paddy (grain per 1 kg.): 7 Grains

Country of Origin : Thailand","Jasmine Rice (Thai Hom Mali)",852,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/long-life-frying-oil,200,"Long Life Frying Oil | MAHANAKORN","Long Life Frying Oil Home Long Life Frying Oil Long Life Frying Oil 0 out of 5 based on 0 customer ratings (0 customer reviews) Product Meta Category: Cooking Oil Description Reviews (0) Product...","Long Life Frying Oil | Long Life Frying Oil",648,,index, follow,true,Product,"description_too_long; multiple_h1; missing_canonical"
https://mahanakornco.com/products/mapmonoammonium-phosphate,200,"Mapmonoammonium Phosphate | MAHANAKORN","MAP is an efficient source of phosphorus. It facilitates plant uptake of the phosphorus naturally present in the soil. This is due to the ammonium (NH4+) in MAP, which lowers the pH in the root...","Mapmonoammonium Phosphate",854,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/monopotassium-phosphate,200,"Monopotassium Phosphate | MAHANAKORN","Monopotassium phosphate (KH2PO4) is a water-soluble salt used as a fertilizer, providing plants with phosphorus and potassium. It aids root development and disease resistance, enhancing overall...","Monopotassium Phosphate",650,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/nitrogen-fertilizer,200,"NITROGEN FERTILIZER | MAHANAKORN","It promotes lush green foliage, enhances photosynthesis, and boosts crop yields. Common forms include ammonium sulfate, urea, and ammonium nitrate. While effective, excessive use can lead to...","NITROGEN FERTILIZER",917,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/npk,200,"NPK | MAHANAKORN","Also can add other nutrition element according to your request. Product name:Zinc Sulphate Monohydrate feed grade/fertilizer grade Chemical formula:ZnSO4·H2O CAS:7446-19-7 Product performance:...","NPK",743,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/organic-white-cane-sugar-1-45,200,"ORGANIC WHITE CANE SUGAR 1-45 | MAHANAKORN","Highly refined white crystal sugar, free from any harmful substances, suitable for human consumption and compliant with international food standards . ICUMSA 1 45 indicates the highest quality and...","ORGANIC WHITE CANE SUGAR 1-45",456,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/parboiled-rice-5-broken,200,"Parboiled Rice 5% Broken | MAHANAKORN","Specifications of Parboiled Rice 5% Broken PARBOILED RICE IR- 36/64 Broken (Basis 2/3 of Average Grain Rice Length): 5% Max Moisture: 14% max Foreign Matter /Damaged / Discolored Grains / Dead...","Parboiled Rice 5% Broken",512,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/pistachio-nuts,200,"Pistachio Nuts | MAHANAKORN","100% natural organic pistachio nuts from Chon Buri, Thailand. Nutrient-dense, cholesterol-free, and rich in potassium and iron. Wholesale supply with MOQ from 5 tons.","Pistachio Nuts",475,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/privi-000050-17-5-s-water-soluble-fertilizer,200,"PRIVI 100% Water Soluble Fertilizer | MAHANAKORN","Privi 00:00:50 + 17.5 S is a fully water-soluble NPK fertilizer enriched with sulphur, designed to provide balanced potassium and sulphur nutrition during critical growth stages of crops.","PRIVI 100% Water Soluble Fertilizer",398,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/quality-brown-rice,200,"Quality Brown Rice | MAHANAKORN","Chemical Specifications: Moisture Content: Not exceeding 14% Total Ash: Max 2.0% Broken Grains: Max 5% Foreign Matter: Max 0.5% Chalky Grains: Max 3% Average Grain Length: 6.00 to 6.50 mm Mill...","Quality Brown Rice",798,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/icumsa-600-1200-brown-cane-sugar,200,"Raw Brown Cane Sugar Grade E ICUMSA 600-1200 | MAHANAKORN","Rich Brown Color and Distinctive Flavor : ICUMSA 600-1200 Brown Cane Sugar is characterized by its rich brown color and robust flavor profile, derived from Thailand&#x27;s sun-drenched cane fields....","Raw Brown Cane Sugar Grade E ICUMSA 600-1200",799,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/rbd-corn-oil,200,"RBD Corn Oil | MAHANAKORN","RBD Corn Oil Home RBD Corn Oil RBD Corn Oil 0 out of 5 based on 0 customer ratings (0 customer reviews) Product Meta Category: Cooking Oil Description Reviews (0) Product Description Our company...","RBD Corn Oil | RBD Corn Oil",637,,index, follow,true,Product,"description_too_long; multiple_h1; missing_canonical"
https://mahanakornco.com/products/rbd-groundnut-peanut-oil,200,"RBD Groundnut / Peanut Oil | MAHANAKORN","RBD Groundnut / Peanut Oil Home RBD Groundnut / Peanut Oil RBD Groundnut / Peanut Oil 0 out of 5 based on 0 customer ratings (0 customer reviews) Product Meta Category: Cooking Oil Description...","RBD Groundnut / Peanut Oil | RBD Groundnut / Peanut Oil",654,,index, follow,true,Product,"description_too_long; multiple_h1; missing_canonical"
https://mahanakornco.com/products/rbd-palm-oil-36-39,200,"RBD Palm Oil ( 36 – 39 ) | MAHANAKORN","RBD Palm Oil ( 36 – 39 ) Home RBD Palm Oil ( 36 – 39 ) RBD Palm Oil ( 36 – 39 ) 0 out of 5 based on 0 customer ratings (0 customer reviews) Product Meta Category: Cooking Oil Description Reviews...","RBD Palm Oil ( 36 – 39 ) | RBD Palm Oil ( 36 – 39 )",678,,index, follow,true,Product,"description_too_long; multiple_h1; missing_canonical"
https://mahanakornco.com/products/rbd-palm-olein,200,"RBD Palm Olein | MAHANAKORN","RBD Palm Olein Home RBD Palm Olein RBD Palm Olein 0 out of 5 based on 0 customer ratings (0 customer reviews) Product Meta Category: Cooking Oil Description Reviews (0) Product Description Our...","RBD Palm Olein | RBD Palm Olein",626,,index, follow,true,Product,"description_too_long; multiple_h1; missing_canonical"
https://mahanakornco.com/products/rbd-rapeseed-canola-oil,200,"RBD Rapeseed / Canola Oil | MAHANAKORN","RBD Rapeseed / Canola Oil Home RBD Rapeseed / Canola Oil RBD Rapeseed / Canola Oil 0 out of 5 based on 0 customer ratings (0 customer reviews) Product Meta Category: Cooking Oil Description...","RBD Rapeseed / Canola Oil | RBD Rapeseed / Canola Oil",643,,index, follow,true,Product,"description_too_long; multiple_h1; missing_canonical"
https://mahanakornco.com/products/rbd-soybean-oil,200,"RBD Soybean Oil | MAHANAKORN","RBD Soybean Oil Home RBD Soybean Oil RBD Soybean Oil 0 out of 5 based on 0 customer ratings (0 customer reviews) Product Meta Category: Cooking Oil Description Reviews (0) Product Description Our...","RBD Soybean Oil | RBD Soybean Oil",625,,index, follow,true,Product,"description_too_long; multiple_h1; missing_canonical"
https://mahanakornco.com/products/rbdw-sunflower-oil,200,"RBDW Sunflower Oil | MAHANAKORN","Our company is a major global supplier of refined and unrefined sunflower oil for both bulk and bottles. We regularly provide only premium, pure sunflower oil free of the addition of any other...","RBDW Sunflower Oil",478,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/refined-brown-sugar-icumsa-600-1200,200,"Refined Brown Sugar Icumsa 600 - 1200 | MAHANAKORN","Refined Brown Sugar with an ICUMSA rating of 600-1200 is a type of raw brown sugar that retains a significant amount of molasses, giving it a rich flavor and darker color compared to white sugar....","Refined Brown Sugar Icumsa 600 - 1200",786,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/rri-9-long-grain-ricerri-9-long-grain-rice,200,"RRI 9 Long Grain RiceRRI 9 Long Grain Rice | MAHANAKORN","Specifications Variety: IRRI 9 Long Grain Rice Grain Length: 6.8 mm (minimum average length) Moisture Content: 14% max Broken Grains: 5% max Foreign Matter: 0.5% max Chalky Grains: 5% max...","RRI 9 Long Grain RiceRRI 9 Long Grain Rice",716,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/superphosphate,200,"Superphosphate | MAHANAKORN","Supply plant phosphorus, calcium, sulfur and other elements, with improved alkaline soil effect. Used as a base fertilizer, foliar application, foliar spray. Mixed with nitrogen fertilizer use,...","Superphosphate",706,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/thai-brown-jasmine-rice,200,"Thai Brown Jasmine Rice | MAHANAKORN","Variety: Long Grain Rice
Shape : Long
Colour : Brown
Brand: jasmine
Cultivation Type: Organic
Kind: Aromatic Rice
Style: Fresh
Part: Bran
Crop Year : Current","Thai Brown Jasmine Rice | Brown Jasmine Rice",527,,index, follow,true,Product,"description_too_long; multiple_h1; missing_canonical"
